"Close Date","Account Name","Lead Source Category","Opportunity Name","Fiscal Period","Opportunity Owner","Next Step","Type","Monthly Gross Profit","Age","Appraisal Start Date","Total Value","Referral Partner"
"6/1/2022","Skoolzy","Channel Partner","Skoolzy-","Q2-2022","Jenny Silva","","Commercial Velocity - New Business","4298","62.0000000000","4/26/2022 3:55 PM","25785.00","Cyrus Chen"
"6/7/2022","L'AGENCE","Channel Partner","L'Agence-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","31980","47.0000000000","5/28/2022 10:14 AM","383758.20","Seed CMS,  LLC."
"6/10/2022","Slumberkins","Channel Partner","Slumberkins - SEO","Q2-2022","Jake Mehani","","Commercial Velocity - New Business","7936","38.0000000000","5/3/2022 9:49 AM","95232.60","Rick Desai"
"6/10/2022","Bad Birdie","Channel Partner","Bad Birdie-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","11460","127.0000000000","5/5/2022 2:03 PM","11460.00","Michael Potters"
"6/14/2022","Dandy","Channel Partner","Dandy-","Q2-2022","Matt Levitt","","Rapid Growth Brands - New Business","9444","27.0000000000","5/23/2022 9:38 PM","113326.20","Growth Plays  LLC"
"6/15/2022","Archipelago Botanicals","Outbound","Archipelago Botanicals-","Q2-2022","Mike Iaco","","CV Strategic","7390","107.0000000000","3/14/2022 12:49 PM","88681.30",""
"6/16/2022","CVC Rainforest","Outbound","CVC Rainforest-","Q2-2022","Pierre Le Veaux","","Private Equity","27900","4.0000000000","","27900.00",""
"6/16/2022","Imagine This","Outbound","Imagine This-","Q2-2022","Linda Miller","","Rapid Growth Brands - New Business","48137","31.0000000000","6/15/2022 11:57 AM","48136.53",""
"6/17/2022","ProVault - Arcadia Biosciences","Channel Partner","ProVault - Arcadia Biosciences-","Q2-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","16878","30.0000000000","5/18/2022 10:48 AM","202536.00","Melissa Blaser"
"6/21/2022","Nood","Outbound","Nood","Q2-2022","Jake Mehani","","Commercial Velocity - New Business","5000","25.0000000000","6/13/2022 9:23 AM","60000.00",""
"6/22/2022","Diego Tours","Outbound","So San Diego Tours-","Q2-2022","Jake Mehani","","Commercial Velocity - New Business","4900","35.0000000000","5/31/2022 8:50 AM","58800.00",""
"6/22/2022","Peels","Channel Partner","Peels-","Q2-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","29336","36.0000000000","","176016.00","Jessica Quick"
"6/23/2022","International Education","Inbound","IEC Corporation - RFP","Q2-2022","Mike Iaco","","CV Strategic","22761","85.0000000000","5/13/2022 8:23 AM","273130.00",""
"6/23/2022","7 Glaciers","Channel Partner","7 Glaciers-","Q2-2022","Matt Levitt","","Rapid Growth Brands - New Business","9796","8.0000000000","","117552.00",""
"6/24/2022","Beekeepers Naturals Inc","Channel Partner","BeeKeeper's Naturals","Q2-2022","Jake Mehani","","Commercial Velocity - New Business","18205","44.0000000000","5/11/2022 2:15 PM","109228.14","Brian Bochner"
"6/24/2022","Freckled Poppy Boutique","Channel Partner","Freckled Poppy-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","36964","22.0000000000","6/10/2022 8:03 AM","443568.00",""
"6/27/2022","FansView","Outbound","FansView-","Q2-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","21347","13.0000000000","6/14/2022 9:58 AM","21347.00",""
"6/27/2022","WINC","Channel Partner","WINC- Paid + Social + Creative","Q2-2022","Jenny Silva","","Rapid Growth Brands - New Business","45362","32.0000000000","6/2/2022 4:29 PM","544344.00","Leslie Scofield"
"6/29/2022","1-800Accountant","Channel Partner","1-800Accountant-","Q2-2022","Matt Levitt","","Rapid Growth Brands - New Business","7174","42.0000000000","6/2/2022 7:13 AM","86087.64","Growth Plays  LLC"
"6/29/2022","Mattel","Inbound","Mattel-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","37245","142.0000000000","2/14/2022 10:15 AM","446940.00",""
"6/30/2022","Davids Natural Toothpaste","Inbound","Davids Natural Toothpaste-","Q2-2022","Alex Serna","","Commercial Velocity - New Business","5252","62.0000000000","","31512.00",""
"6/30/2022","ALEKO Products","Channel Partner","Aleko-","Q2-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","9061","56.0000000000","5/25/2022 3:31 PM","81549.00","Drew Goodmanson"
"6/30/2022","Happy Hour","Outbound","Happy Hour","Q2-2022","Haley Keller","","Strategic Accounts - New Business","8309","0.0000000000","","41542.50",""
"7/5/2022","Mighty","Outbound","Mighty-","Q3-2022","Mike Iaco","","CV Strategic","6952","43.0000000000","","83424.00",""
"7/6/2022","Great Lakes Wellness","Inbound","Great Lakes Wellness-","Q3-2022","Mike Iaco","","CV Strategic","11310","1.0000000000","","271440.00",""
"7/6/2022","Jade Leaf","Inbound","Jade Leaf-","Q3-2022","Mike Iaco","","CV Strategic","8947","1.0000000000","","214728.00",""
"7/6/2022","FGO (From Great Origins)","Inbound","FGO (From Great Origins)-","Q3-2022","Mike Iaco","","CV Strategic","6334","1.0000000000","","152016.00",""
"7/6/2022","Jaxxon","Outbound","Jaxxon-","Q3-2022","Alex Serna","","Commercial Velocity - New Business","6191","69.0000000000","5/4/2022 1:09 PM","74289.45",""
"7/8/2022","K9 Bookkeeping","Inbound","K9 Bookkeeping - Paid Search Retainer","Q3-2022","Keaton McCalla","","Commercial Velocity - New Business","5253","28.0000000000","6/23/2022 4:58 PM","31515.00",""
"7/8/2022","The Defined Dish","Outbound","The Defined Dish-","Q3-2022","Haley Keller","","Rapid Growth Brands - New Business","7910","57.0000000000","5/25/2022 9:38 AM","47460.00",""
"7/12/2022","reckitt","Outbound","reckitt-","Q3-2022","Pierre Le Veaux","","Private Equity","27900","21.0000000000","","27900.00",""
"7/14/2022","January","Channel Partner","January-","Q3-2022","Pierre Le Veaux","","Private Equity","4622","147.0000000000","","13866.00","Andrew Gluck"
"7/15/2022","Openly","Inbound","Openly-","Q3-2022","Linda Miller","","Rapid Growth Brands - New Business","30000","95.0000000000","5/11/2022 4:30 PM","30000.00",""
"7/19/2022","Infantino","Outbound","Infantino - Recall Project","Q3-2022","Mike Iaco","","CV Strategic","1116","0.0000000000","","1116.00",""
"7/19/2022","Campman","Inbound","Campman-","Q3-2022","Jenny Silva","","Rapid Growth Brands - New Business","3343","28.0000000000","6/28/2022 5:40 PM","40110.00",""
"7/19/2022","Funnel","Outbound","Funnel-Video Production Project","Q3-2022","Keaton McCalla","","Commercial Velocity - New Business","7272","12.0000000000","","7272.09",""
"7/20/2022","OutSolve","Outbound","Outsolve-","Q3-2022","Pierre Le Veaux","","Private Equity","27900","2.0000000000","","27900.00",""
"7/20/2022","Whole 30","Outbound","Whole 30 - Website (content+e-comm)","Q3-2022","Jake Mehani","","Commercial Velocity - New Business","103217","141.0000000000","3/1/2022 9:42 AM","103216.74",""
"7/21/2022","Ella Paradise","Channel Partner","Ella Paradise-","Q3-2022","Haley Keller","","Commercial Velocity - New Business","4681","15.0000000000","7/18/2022 8:31 AM","56172.00","Sara Brooks"
"7/22/2022","HealthQuarters","Channel Partner","HealthQuarters-","Q3-2022","Haley Keller","","Rapid Growth Brands - New Business","9405","43.0000000000","7/12/2022 4:58 PM","37620.00","Sara Brooks"
"7/25/2022","EDB","Inbound","EnterpriseDB-","Q3-2022","Matt Levitt","","Rapid Growth Brands - New Business","12332","84.0000000000","5/20/2022 5:29 PM","73990.80",""
"7/27/2022","SmartStop Self Storage","Inbound","SmartStop Self Storage-","Q3-2022","Mike Iaco","","CV Strategic","4278","28.0000000000","7/6/2022 7:23 AM","51336.00",""
"7/27/2022","10x Genomics","Outbound","10x Genomics-","Q3-2022","Pat Kreidler","","Commercial Velocity - New Business","30799","0.0000000000","","369585.00",""
"7/27/2022","21 Seeds - Diageo","Channel Partner","21 Seeds - Diageo","Q3-2022","Jake Mehani","","Commercial Velocity - New Business","19547","41.0000000000","","97737.20","Leslie Scofield"
"7/27/2022","Breville Group","Inbound","Breville-","Q3-2022","Jenny Silva","","Commercial Velocity - New Business","12427","163.0000000000","6/1/2022 11:26 AM","149123.25",""
"7/27/2022","9am.health","Outbound","9am Health","Q3-2022","Linda Miller","","Rapid Growth Brands - New Business","46174","26.0000000000","7/7/2022 6:38 PM","230871.25","Ben Kirshner"
"7/27/2022","Gymshark","Channel Partner","Gymshark-","Q3-2022","Haley Keller","","Commercial Velocity - New Business","7019","47.0000000000","6/21/2022 1:39 PM","84231.00","Attentive - Jay Quiles"
"7/28/2022","Bixlers","Channel Partner","Bixlers-","Q3-2022","Ben Rogers","","Commercial Velocity - New Business","8118","0.0000000000","","48705.00",""
"7/28/2022","Perrywinkle's Fine Jewelry","Inbound","Perrywinkle's Fine Jewelry-","Q3-2022","Ben Rogers","","Commercial Velocity - New Business","6781","72.0000000000","5/28/2022 9:16 AM","20341.50",""
"7/28/2022","The Reset.com","Inbound","The Reset-","Q3-2022","Ben Rogers","","Commercial Velocity - New Business","37169","29.0000000000","","223012.80",""
"7/29/2022","Very Great Brands","Channel Partner","W&P","Q3-2022","Ben Rogers","","Commercial Velocity - New Business","19219","32.0000000000","","230632.56","Rose Mayo"
"7/29/2022","Very Great Brands","Channel Partner","Wild One-","Q3-2022","Ben Rogers","","Commercial Velocity - New Business","28101","29.0000000000","","337210.56","Rose Mayo"
"7/29/2022","Very Great Brands","Channel Partner","Courant-","Q3-2022","Ben Rogers","","Commercial Velocity - New Business","19219","29.0000000000","","230632.56","Rose Mayo"
"7/29/2022","Vintage Boho","Channel Partner","Vintage Boho-","Q3-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","35952","17.0000000000","7/12/2022 7:53 AM","215712.00","Drew Goodmanson"
"7/31/2022","Aero Garden","Outbound","Aero Garden-","Q3-2022","Pierre Le Veaux","","Private Equity","196000","11.0000000000","","2352000.00",""
"7/31/2022","Riverside","Outbound","Riverside- Aug 22","Q3-2022","Pierre Le Veaux","","Private Equity","27900","0.0000000000","","27900.00",""
"7/31/2022","papaya","Outbound","papaya-","Q3-2022","Pierre Le Veaux","","Private Equity","37800","0.0000000000","","340200.00",""
"7/31/2022","FORD AND WYATT","Inbound","FORD AND WYATT-","Q3-2022","Ben Rogers","","Commercial Velocity - New Business","18861","74.0000000000","6/6/2022 9:40 AM","226335.00",""
"7/31/2022","Kyani","Inbound","Kyani-","Q3-2022","Ben Rogers","","Commercial Velocity - New Business","8404","48.0000000000","6/27/2022 12:18 PM","50424.00",""
"7/31/2022","CALPAK","Channel Partner","CALPAK-","Q3-2022","Ben Rogers","","Commercial Velocity - New Business","5635","165.0000000000","6/6/2022 9:40 AM","33807.00","Klaviyo - Stephanie Faria"
"8/3/2022","Hello Divorce","Outbound","Hello Divorce","Q3-2022","Linda Miller","","Rapid Growth Brands - New Business","2865","8.0000000000","","2865.00",""
"8/4/2022","Boyne Capital","Outbound","Boyne Capital-","Q3-2022","Pierre Le Veaux","","Private Equity","23700","0.0000000000","","23700.00",""
"8/11/2022","Prarie","Outbound","Prarie August","Q3-2022","Pierre Le Veaux","","Private Equity","25000","3.0000000000","8/8/2022 10:26 AM","25000.00",""
"8/12/2022","Plants Express","Channel Partner","Plants Express-","Q3-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","29416","18.0000000000","8/1/2022 9:11 AM","176496.00","Melissa Blaser"
"8/15/2022","Tattooed Chef","Channel Partner","Tattooed Chef-","Q3-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","21375","41.0000000000","","256500.00","Sara Brooks"
"8/15/2022","Rady Children's Hospital","Outbound","Rady Children's Hospital-","Q3-2022","Linda Miller","","Rapid Growth Brands - New Business","17828","38.0000000000","8/9/2022 6:24 AM","17828.35",""
"8/23/2022","Safely","Channel Partner","Safely-","Q3-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","6783","90.0000000000","7/25/2022 7:25 AM","40698.00","Sara Brooks"
"8/26/2022","Lyre's Spirit Co","Channel Partner","Lyres- PR+","Q3-2022","Jenny Silva","","Rapid Growth Brands - New Business","5985","253.0000000000","1/31/2022 8:00 PM","35910.00","Jesse Fanning"
"8/30/2022","Aware","Channel Partner","Aware-","Q3-2022","Matt Levitt","","Rapid Growth Brands - New Business","22708","39.0000000000","8/5/2022 10:38 AM","136245.00","Ursula Ayrout"
"8/31/2022","Glow Beauty Fuel","Inbound","Glow Beauty Fuel-","Q3-2022","Pat Kreidler","","Commercial Velocity - New Business","9693","41.0000000000","7/26/2022 10:01 AM","58159.50",""
"8/31/2022","K9 Bookkeeping","Inbound","K9","Q3-2022","Pat Kreidler","","Commercial Velocity - New Business","3056","0.0000000000","","3056.00",""
"8/31/2022","Humann","Channel Partner","Humann","Q3-2022","Pat Kreidler","","Commercial Velocity - New Business","14834","51.0000000000","7/18/2022 8:32 AM","178011.00","Sara Brooks"
"8/31/2022","BUBS Naturals","Channel Partner","Bubs Naturals-","Q3-2022","Pat Kreidler","","Commercial Velocity - New Business","7844","71.0000000000","7/25/2022 2:19 PM","94122.00","Steph Gaskins"
"8/31/2022","Relume Cosmetics","Inbound","Relume Cosmetics-","Q3-2022","Pat Kreidler","","Commercial Velocity - New Business","5483","57.0000000000","7/19/2022 9:51 AM","65799.50",""
"8/31/2022","The Expert","Outbound","The Expert-","Q3-2022","Pat Kreidler","","Commercial Velocity - New Business","10505","56.0000000000","7/18/2022 2:26 PM","63030.00",""
"8/31/2022","Acoustical Surfaces","Outbound","Acoustical Surfaces-","Q3-2022","Pat Kreidler","","Commercial Velocity - New Business","16481","55.0000000000","7/26/2022 2:19 PM","98883.06",""
"8/31/2022","Fishwife","Outbound","Fishwife","Q3-2022","Connor Sanner","","Rapid Growth Brands - New Business","4775","0.0000000000","","19100.00",""
"8/31/2022","ProSteel Security Products Inc","Outbound","PROSTEEL-","Q3-2022","Pierre Le Veaux","","Private Equity","105000","2.0000000000","","105000.00",""
"8/31/2022","Space","Outbound","L Space-","Q3-2022","Ben Rogers","","Commercial Velocity - New Business","26493","48.0000000000","7/19/2022 11:01 AM","317919.50",""
"8/31/2022","Cupcake Vineyards","Inbound","Cupcake Vineyards-","Q3-2022","Ben Rogers","","Commercial Velocity - New Business","23110","62.0000000000","","277320.00",""
"8/31/2022","NORQAIN","Inbound","NORQAIN-","Q3-2022","Ben Rogers","","Commercial Velocity - New Business","90248","86.0000000000","6/6/2022 3:36 PM","90247.50",""
"8/31/2022","Plants Express","Channel Partner","Plants Express-Creative","Q3-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","34200","19.0000000000","8/1/2022 9:11 AM","34200.00","Melissa Blaser"
"8/31/2022","T3 Micro","Channel Partner","T3 Micro-","Q3-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","7044","64.0000000000","8/2/2022 9:30 AM","28175.41","Jon Guidance"
"9/5/2022","Chamberlain Coffee","Outbound","Chamberlain Coffee","Q3-2022","Jake Mehani","","Commercial Velocity - New Business","6045","118.0000000000","7/20/2022 12:47 PM","24180.00",""
"9/6/2022","Volley","Inbound","Volley-","Q3-2022","Linda Miller","","Rapid Growth Brands - New Business","4847","119.0000000000","5/19/2022 3:21 PM","29079.75",""
"9/7/2022","West Coast Dental","Outbound","West Coast Dental-","Q3-2022","Mike Iaco","","CV Strategic","18372","41.0000000000","8/1/2022 1:24 PM","220464.00",""
"9/7/2022","Frankly","Inbound","Frankly-","Q3-2022","Antonio Johnson","","Rapid Growth Brands - New Business","19943","12.0000000000","8/30/2022 1:08 PM","59829.00",""
"9/12/2022","Premiumlevella","Inbound","Premium Levella","Q3-2022","Mike Iaco","","CV Strategic","9300","28.0000000000","8/19/2022 11:01 AM","111600.00",""
"9/12/2022","Barbank","Inbound","Barbank-","Q3-2022","Jenny Silva","","Commercial Velocity - New Business","15387","63.0000000000","7/26/2022 6:09 PM","184649.25",""
"9/14/2022","CoPilot","Channel Partner","CoPilot-","Q3-2022","Matt Levitt","","Rapid Growth Brands - New Business","5460","90.0000000000","6/23/2022 11:25 AM","16380.00","Revel One"
"9/14/2022","Incline (IWave)","Outbound","Incline (IWave)-","Q3-2022","Pierre Le Veaux","","Rapid Growth Brands - New Business","13950","0.0000000000","","13950.00",""
"9/14/2022","SkiEssentials","Channel Partner","Ski Essentials-","Q3-2022","Ben Rogers","","Commercial Velocity - New Business","8167","50.0000000000","8/12/2022 9:28 AM","98000.04","Scott Knight"
"9/14/2022","&Open","Inbound","&Open-","Q3-2022","Linda Miller","","Rapid Growth Brands - New Business","9550","92.0000000000","7/7/2022 6:38 PM","57300.00",""
"9/15/2022","HomeServices of America","Channel Partner","Home Services of America-","Q3-2022","Matt Levitt","","Rapid Growth Brands - New Business","46500","97.0000000000","6/10/2022 3:15 PM","46500.00",""
"9/15/2022","Ethelm","Channel Partner","Ethelm-","Q3-2022","Pat Kreidler","","Commercial Velocity - New Business","6181","232.0000000000","3/3/2022 9:02 PM","74171.25","Travis Garcia"
"9/15/2022","Amazon.com","Inbound","Amazon-","Q3-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","55724","77.0000000000","7/12/2022 4:55 PM","55724.00",""
"9/15/2022","Jack N' Jill Kids","Outbound","Jack N? Jill Kids-","Q3-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","8691","113.0000000000","","52143.00",""
"9/19/2022","Kilo Health","Inbound","Kilo Health- paid Appraisal","Q3-2022","Mike Iaco","","CV Strategic","4650","55.0000000000","","4650.00",""
"9/20/2022","Thinx","Outbound","Thinx-","Q3-2022","Mike Iaco","","CV Strategic","7434","34.0000000000","8/30/2022 9:55 AM","111510.00",""
"9/20/2022","Elevate Rehab","Channel Partner","Elevate Rehab-","Q3-2022","Mike Iaco","","Rapid Growth Brands - New Business","15715","30.0000000000","9/6/2022 3:49 PM","188580.00","Drew Goodmanson"
"9/20/2022","Ortto","Inbound","Ortto-","Q3-2022","Linda Miller","","Rapid Growth Brands - New Business","9550","39.0000000000","9/8/2022 12:37 PM","57300.00",""
"9/22/2022","Darwins Pet","Channel Partner","Darwins Pet-","Q3-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","15469","171.0000000000","","61874.44","Drew Goodmanson"
"9/22/2022","Thrifts and Threads","Inbound","Thrifts and Threads-","Q3-2022","Linda Miller","","Rapid Growth Brands - New Business","11758","7.0000000000","9/21/2022 8:12 AM","141101.28",""
"9/26/2022","Thegoodlfe","Inbound","Good LFE-","Q3-2022","Mike Iaco","","CV Strategic","17050","40.0000000000","9/6/2022 11:31 AM","204600.00",""
"9/27/2022","Wildfang","Inbound","Wildfang-","Q3-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","3772","54.0000000000","","45264.00",""
"9/29/2022","Show Me Your MuMu","Channel Partner","Show Me Your Mumu-","Q3-2022","Ben Rogers","","Commercial Velocity - New Business","5014","35.0000000000","8/25/2022 2:39 PM","60165.00",""
"9/29/2022","Mikra Cellular Sciences Inc.","Inbound","Mikra Cellular Sciences Inc.-","Q3-2022","Jenny Silva","","Commercial Velocity - New Business","9917","17.0000000000","9/15/2022 2:16 PM","119002.55",""
"9/29/2022","Abby Connect","Inbound","Abby Connect-","Q3-2022","Linda Miller","","Rapid Growth Brands - New Business","24854","44.0000000000","9/8/2022 12:38 PM","298246.50",""
"9/30/2022","Fonoa","Channel Partner","Fonoa- Marketing Operations","Q3-2022","Matt Levitt","","Rapid Growth Brands - New Business","34694","39.0000000000","8/25/2022 9:19 AM","34693.98","Ursula Ayrout"
"9/30/2022","Data World","Channel Partner","Data World- Marketing Ops","Q3-2022","Matt Levitt","","Rapid Growth Brands - New Business","6018","45.0000000000","8/22/2022 8:36 PM","36105.00","Ursula Ayrout"
"9/30/2022","Data World","Channel Partner","Data World- SEO Migration","Q3-2022","Matt Levitt","","Rapid Growth Brands - New Business","4980","7.0000000000","9/23/2022 4:21 PM","4980.00","Ursula Ayrout"
"9/30/2022","Data World","Channel Partner","Data World- Paid Channels + Creative","Q3-2022","Matt Levitt","","Rapid Growth Brands - New Business","15355","7.0000000000","9/23/2022 4:21 PM","92130.00","Ursula Ayrout"
"9/30/2022","Tao Group Hospitality","Inbound","Tao Group Hospitality-","Q3-2022","Pierre Le Veaux","","CV Strategic","23684","51.0000000000","","142104.00",""
"9/30/2022","The Perfect Jean","Outbound","The Perfect Jean - Email Marketing","Q3-2022","Jake Mehani","","Commercial Velocity - New Business","7163","85.0000000000","7/7/2022 10:22 AM","42975.00",""
"9/30/2022","Hippeas","Outbound","Hippeas-","Q3-2022","Austin Mahaffey","","Commercial Velocity - New Business","13370","17.0000000000","9/16/2022 4:22 PM","200550.00",""
"9/30/2022","WAATR","Inbound","WAATR-","Q3-2022","Austin Mahaffey","","Commercial Velocity - New Business","10314","22.0000000000","9/14/2022 4:59 PM","123768.00",""
"10/1/2022","Squire","Outbound","Squire-","Q4-2022","Pierre Le Veaux","","Private Equity","40000","25.0000000000","","240000.00",""
"10/1/2022","Stripe","Inbound","Stripe-","Q4-2022","Bill Wilkinson","","Private Equity","20928","45.0000000000","","146496.98",""
"10/3/2022","Mdrive","Inbound","Mdrive-","Q4-2022","Mike Iaco","","CV Strategic","13950","59.0000000000","8/23/2022 1:24 PM","167400.00",""
"10/3/2022","Family Christian Center","Outbound","FCC-","Q4-2022","Pierre Le Veaux","","Private Equity","46000","27.0000000000","9/6/2022 3:10 PM","46000.00",""
"10/7/2022","Demeter & Co.","Channel Partner","Cierto Tequila-","Q4-2022","Jenny Silva","","Commercial Velocity - New Business","32279","58.0000000000","8/10/2022 9:09 PM","193671.18","Pierrick Bouquet"
"10/14/2022","Aquent (AMEX)","Channel Partner","Aquent (AMEX)-","Q4-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","5160","9.0000000000","","5160.00",""
"10/15/2022","Fonoa","Channel Partner","Fonoa- Email Deliverability Project","Q4-2022","Matt Levitt","","Rapid Growth Brands - New Business","2988","9.0000000000","9/23/2022 4:26 PM","2988.00","Ursula Ayrout"
"10/17/2022","Lifepro Fitness","Inbound","Lifepro Fitness","Q4-2022","Mike Iaco","","CV Strategic","8951","48.0000000000","9/2/2022 1:06 PM","107412.00",""
"10/19/2022","Squire web dev","Outbound","Squire-","Q4-2022","Pierre Le Veaux","","Private Equity","37500","0.0000000000","","37500.00",""
"10/19/2022","Openly","Channel Partner","Openly","Q4-2022","Linda Miller","","Rapid Growth Brands - New Business","6500","16.0000000000","10/3/2022 11:22 AM","78000.00",""
"10/20/2022","Thirteen Lune","Outbound","Thirteen Lune-","Q4-2022","Linda Miller","","Rapid Growth Brands - New Business","13879","16.0000000000","10/12/2022 11:33 AM","166552.00",""
"10/21/2022","oya B2B","Outbound","oya B2B-","Q4-2022","Pierre Le Veaux","","Rapid Growth Brands - New Business","7000","16.0000000000","","7000.00",""
"10/21/2022","Maie Wines","Inbound","Maie Wines-","Q4-2022","Jenny Silva","","Commercial Velocity - New Business","4154","59.0000000000","8/30/2022 11:13 AM","49851.00",""
"10/25/2022","Hasbro Pulse","Outbound","Hasbro Pulse-","Q4-2022","Connor Sanner","","Rapid Growth Brands - New Business","86568","64.0000000000","8/31/2022 5:38 PM","259702.50",""
"10/28/2022","47 Brand","Channel Partner","47 Brand-","Q4-2022","Ben Rogers","","Commercial Velocity - New Business","6064","29.0000000000","9/30/2022 12:58 PM","24257.00",""
"10/28/2022","Catch Co","Channel Partner","Catchco - Karls, Mystery Tackle Box-","Q4-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","9550","17.0000000000","","9550.00","Devon Champagne  -  Simon  Data"
"10/28/2022","Leaf Group","Channel Partner","Leaf Group-","Q4-2022","Bill Wilkinson","","Private Equity","11854","43.0000000000","","71121.78","Corey Eulas"
"10/28/2022","EBlock","Inbound","E INC","Q4-2022","Linda Miller","","Rapid Growth Brands - New Business","3000","0.0000000000","7/12/2022 8:42 AM","3000.00",""
"10/28/2022","Kin+Kind","Channel Partner","Kin+Kind-","Q4-2022","Will McGihon","","Commercial Velocity - New Business","18545","9.0000000000","10/21/2022 2:57 PM","222534.10","Klaviyo - Stephanie Faria"
"10/30/2022","Spotify","Inbound","Spotify-","Q4-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","47750","17.0000000000","10/18/2022 2:56 PM","47750.00",""
"10/30/2022","3x4 Genetics","Outbound","3x4 Genetics-","Q4-2022","Antonio Johnson","","Rapid Growth Brands - New Business","19100","17.0000000000","10/24/2022 9:29 AM","229200.00",""
"10/31/2022","Rubio's Restaurants","Outbound","Rubios-","Q4-2022","Pat Kreidler","","Commercial Velocity - New Business","33234","209.0000000000","7/6/2022 2:06 PM","398808.00",""
"10/31/2022","Sundays","Channel Partner","Sundays-","Q4-2022","Pat Kreidler","","Commercial Velocity - New Business","20000","6.0000000000","","20000.00","Sara Brooks"
"10/31/2022","Universal Standard","Channel Partner","Universal Standard-","Q4-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","13230","26.0000000000","10/5/2022 1:48 PM","158760.00","Kelly Dill"
"10/31/2022","Dentity","Inbound","Dentity-","Q4-2022","Linda Miller","","Rapid Growth Brands - New Business","6500","18.0000000000","","39000.00",""
"10/31/2022","Dentity","Inbound","Dentity-Project","Q4-2022","Linda Miller","","Rapid Growth Brands - New Business","13500","0.0000000000","","13500.00",""
"10/31/2022","HigherDOSE","Channel Partner","HigherDOSE-","Q4-2022","Will McGihon","","Commercial Velocity - New Business","26719","31.0000000000","10/26/2022 12:35 PM","80156.25","Leslie Scofield"
"10/31/2022","HigherDOSE","Channel Partner","HigherDOSE-","Q4-2022","Will McGihon","","Commercial Velocity - New Business","26719","0.0000000000","","80156.25","Leslie Scofield"
"11/3/2022","Forever Redwood","Inbound","Forever Redwood-","Q4-2022","Austin Mahaffey","","Commercial Velocity - New Business","6685","57.0000000000","10/3/2022 7:55 PM","80220.00",""
"11/7/2022","Fast Growing Trees","Inbound","Fast Growing Trees-","Q4-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","13338","21.0000000000","10/24/2022 9:23 AM","53352.00",""
"11/8/2022","Melissa & Doug","Inbound","Melissa & Doug-","Q4-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","17217","90.0000000000","9/12/2022 9:52 AM","206604.00",""
"11/10/2022","TheraICE","Inbound","TheraICE-","Q4-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","8786","0.0000000000","","52716.00",""
"11/10/2022","Otter (CloudKitchens)","Inbound","Otter","Q4-2022","Linda Miller","","Rapid Growth Brands - New Business","3820","21.0000000000","","3820.00",""
"11/15/2022","U Beauty","Outbound","U Beauty-","Q4-2022","Will McGihon","","Commercial Velocity - New Business","4268","33.0000000000","10/21/2022 9:01 AM","51211.88",""
"11/16/2022","Tata Harper Skincare","Outbound","Tata Harper Skincare-","Q4-2022","Ben Rogers","","Commercial Velocity - New Business","9550","32.0000000000","10/25/2022 11:16 AM","57300.00",""
"11/17/2022","ICode","Inbound","ICode- Project","Q4-2022","Linda Miller","","Rapid Growth Brands - New Business","11651","0.0000000000","10/26/2022 12:08 PM","11651.00",""
"11/17/2022","ICode","Inbound","ICode-","Q4-2022","Linda Miller","","Rapid Growth Brands - New Business","10540","42.0000000000","10/26/2022 12:08 PM","126480.00",""
"11/18/2022","Ingredients Online","Inbound","Ingredients Online-","Q4-2022","Matt Levitt","","Rapid Growth Brands - New Business","13950","4.0000000000","11/15/2022 9:29 PM","13950.00",""
"11/21/2022","Opus One Winery","Channel Partner","Opus One Winery-","Q4-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","13848","102.0000000000","","13847.50","Klaviyo - Stephanie Faria"
"11/21/2022","Hippeas","Outbound","HIPPEAS Retail Media","Q4-2022","Austin Mahaffey","","Commercial Velocity - New Business","7500","0.0000000000","","90000.00",""
"11/28/2022","AppSumo","Inbound","AppSumo-","Q4-2022","Mike Iaco","","CV Strategic","3488","75.0000000000","10/24/2022 9:20 AM","41856.00",""
