"Account Name","Opportunity Name","Fiscal Period","Next Step","Type","Deal Velocity","Monthly Deal Value (Gross Profit)","Age","Appraisal Start Date","Close Date","Opportunity Owner","Lead Source Category"
"SoM","SoM-","Q1-2021","","Commercial Velocity - New Business","0.00","0","0.0000000000","","3/31/2021","Ben Rogers","Inbound"
"Amberwing Organics","Amberwing Organics-","Q1-2021","","Commercial Velocity - New Business","11.00","1000","11.0000000000","","3/31/2021","Ben Rogers","Inbound"
"fluffnest inc","fluffnest inc-","Q1-2021","","Commercial Velocity - New Business","14.00","9555","14.0000000000","","3/17/2021","Ben Rogers","Inbound"
"Tohfa Box","Tohfa Box-","Q1-2021","","Commercial Velocity - New Business","20.00","0","20.0000000000","","3/31/2021","Ben Rogers","Inbound"
"Pura Vida","Pura Vida Bracelets-","Q1-2021","","Commercial Velocity - New Business","30.00","11944","30.0000000000","","3/19/2021","Ben Rogers","Inbound"
"Villamor","Villamor Rugs","Q1-2021","","Commercial Velocity - New Business","39.00","5000","39.0000000000","","3/30/2021","Ben Rogers","Inbound"
"Sparks Gallery","Sparks Gallery","Q1-2021","","Commercial Velocity - New Business","58.00","1000","58.0000000000","","3/31/2021","Ben Rogers","Inbound"
"HEX | Equip The Creators","Hex Brand","Q1-2021","","Commercial Velocity - New Business","23.00","7500","23.0000000000","","3/18/2021","Ben Rogers","Outbound"
"My Girl Wellness","My Girl Wellness-","Q1-2021","","Commercial Velocity - New Business","27.00","3000","27.0000000000","","3/31/2021","Ben Rogers","Outbound"
"ZBiotics","ZBiotics","Q1-2021","","Commercial Velocity - New Business","34.00","10000","34.0000000000","","3/25/2021","Ben Rogers","Outbound"
"Yerbuzz - Hard Yerba Mate","Yerbuzz","Q1-2021","","Commercial Velocity - New Business","39.00","1000","39.0000000000","","3/22/2021","Ben Rogers","Outbound"
"V.I.P","V.I.P-","Q1-2021","","Commercial Velocity - New Business","42.00","3000","42.0000000000","","3/15/2021","Ben Rogers","Outbound"
"Nova Naturals","Nova Naturals-","Q1-2021","","Commercial Velocity - New Business","43.00","1000","43.0000000000","","3/31/2021","Ben Rogers","Outbound"
"Coastal Spritz","Coastal Spritz-","Q1-2021","","Commercial Velocity - New Business","43.00","7500","43.0000000000","","3/31/2021","Ben Rogers","Outbound"
"Motive Interactive","Motive","Q1-2021","","Commercial Velocity - New Business","45.00","5733","45.0000000000","","3/18/2021","Ben Rogers","Outbound"
"HBO Max","HBO Max","Q1-2021","","Commercial Velocity - New Business","49.00","28331","49.0000000000","","3/31/2021","Ben Rogers","Outbound"
"Enveed Hemp","Enveed Hemp","Q1-2021","","Commercial Velocity - New Business","53.00","10000","53.0000000000","","3/15/2021","Brittany Arnold","Channel Partner"
"Ownerly","Ownerly-","Q1-2021","","Commercial Velocity - New Business","63.00","1000","63.0000000000","","3/1/2021","Brittany Arnold","Channel Partner"
"Boomf","Boomf-","Q1-2021","","Commercial Velocity - New Business","76.00","49868","76.0000000000","","3/31/2021","Brittany Arnold","Channel Partner"
"Boho-Magic","Boho-Magic-","Q1-2021","","Commercial Velocity - New Business","13.00","6500","13.0000000000","","3/4/2021","Brittany Arnold","Inbound"
"FemmyCycle","FemmyCycle-","Q1-2021","","Commercial Velocity - New Business","39.00","8500","39.0000000000","","3/18/2021","Brittany Arnold","Inbound"
"Oil Life","Oil Life-","Q1-2021","","Commercial Velocity - New Business","41.00","6500","41.0000000000","","3/15/2021","Brittany Arnold","Inbound"
"My Prolific Brands","My Prolific Brands-","Q1-2021","","Commercial Velocity - New Business","7.00","0","7.0000000000","","3/29/2021","Brittany Arnold","Outbound"
"DietCypher","DietCypher","Q1-2021","","Commercial Velocity - New Business","8.00","10000","8.0000000000","","3/26/2021","Brittany Arnold","Outbound"
"Rachele Ann Co.","Rachele Ann Co.-","Q1-2021","","Commercial Velocity - New Business","12.00","1000","12.0000000000","","3/30/2021","Brittany Arnold","Outbound"
"Babe Lash","Babe Lash","Q1-2021","","Commercial Velocity - New Business","34.00","1000","34.0000000000","","3/22/2021","Brittany Arnold","Outbound"
"Florence by Mills","Florence By Mills","Q1-2021","","Commercial Velocity - New Business","37.00","15000","37.0000000000","","3/31/2021","Brittany Arnold","Outbound"
"Perfect Corp.","Perfect Corp.","Q1-2021","","Commercial Velocity - New Business","38.00","10000","38.0000000000","","3/26/2021","Brittany Arnold","Outbound"
"Opus One","Opus One-","Q1-2021","","Commercial Velocity - New Business","60.00","6000","60.0000000000","","3/15/2021","Brittany Arnold","Outbound"
"Octavio Tequila","Octavio Tequila-","Q1-2021","","Commercial Velocity - New Business","75.00","6500","75.0000000000","","3/15/2021","Brittany Arnold","Outbound"
"Dream Designs","Dream Designs-","Q1-2021","","Commercial Velocity - New Business","87.00","10000","87.0000000000","","3/31/2021","Brittany Arnold","Outbound"
"Naturally Serious Skin","Naturally Serious Skin-","Q1-2021","","Commercial Velocity - New Business","103.00","5000","103.0000000000","","3/1/2021","Brittany Arnold","Outbound"
"Osmosis Beauty","Osmosis Beauty-","Q1-2021","","Commercial Velocity - New Business","126.00","10000","126.0000000000","","3/31/2021","Brittany Arnold","Outbound"
"Violet Grey Inc","Violet Grey","Q1-2021","","Commercial Velocity - New Business","217.00","3500","217.0000000000","","3/2/2021","Brittany Arnold","Outbound"
"Kroma Wellness","Kroma Super Foods","Q1-2021","","Rapid Growth Brands - New Business","0.00","13138","0.0000000000","","3/25/2021","Connor Sanner","Channel Partner"
"Mushroom Design","Mushroom Design-","Q1-2021","","Rapid Growth Brands - New Business","12.00","1000","12.0000000000","","3/31/2021","Connor Sanner","Channel Partner"
"Sweet Home Collection","Sweet Home Collection","Q1-2021","","Rapid Growth Brands - New Business","6.00","13000","6.0000000000","","3/15/2021","Connor Sanner","Outbound"
"Aura","Aura","Q1-2021","","Commercial Velocity - New Business","51.00","10000","51.0000000000","","3/31/2021","Connor Sanner","Outbound"
"Anchor World Wide","Anchor World Wide (Spotify YT SEO Project)","Q1-2021","","Strategic Accounts - New Business","-6.00","16292","0.0000000000","","3/4/2021","Corey Eulas","Channel Partner"
"Anchor World Wide","Anchor World Wide (Spotify YT Scorecard Project)","Q1-2021","","Strategic Accounts - New Business","-6.00","13965","0.0000000000","","3/4/2021","Corey Eulas","Channel Partner"
"Blue Star Innovation Partners GP, LLC","Blue Star Innovation Group","Q1-2021","","Strategic Accounts - New Business","0.00","24206","0.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"360 Quote LLC","360Quote (4autoinsurancequote.com)","Q1-2021","","Strategic Accounts - New Business","0.00","13887","0.0000000000","","3/26/2021","Corey Eulas","Channel Partner"
"Cove Hill Partners","Covehill (AMP Lighting DD)","Q1-2021","","Strategic Accounts - New Business","0.00","5446","0.0000000000","","3/25/2021","Corey Eulas","Channel Partner"
"BARK","Barkbox (Project)","Q1-2021","","Strategic Accounts - New Business","8.00","20947","8.0000000000","","3/2/2021","Corey Eulas","Channel Partner"
"Home Advisor","HomeAdvisor ORM","Q1-2021","","Strategic Accounts - New Business","10.00","12569","10.0000000000","","3/4/2021","Corey Eulas","Channel Partner"
"Career Karma inc","Career Karma / Sonja","Q1-2021","","Strategic Accounts - New Business","32.00","1000","32.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"Vimbly","vimbly","Q1-2021","","Strategic Accounts - New Business","34.00","1000","34.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"Superhuman","Superhuman","Q1-2021","","Strategic Accounts - New Business","34.00","1000","34.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"course5i","course5i","Q1-2021","","Strategic Accounts - New Business","34.00","1000","34.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"cresimo","cresimo","Q1-2021","","Strategic Accounts - New Business","34.00","1000","34.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"Proxyclick SA","proxyclick","Q1-2021","","Strategic Accounts - New Business","34.00","1000","34.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"penntoolco","penntoolco","Q1-2021","","Strategic Accounts - New Business","34.00","1000","34.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"loveyandgrink.com","loveyandgrink.com (Seth)","Q1-2021","","Strategic Accounts - New Business","39.00","1000","39.0000000000","","3/15/2021","Corey Eulas","Channel Partner"
"uxreactor","uxreactor","Q1-2021","","Strategic Accounts - New Business","48.00","1000","48.0000000000","","3/15/2021","Corey Eulas","Channel Partner"
"myhummingway","myhummingway","Q1-2021","","Strategic Accounts - New Business","48.00","1000","48.0000000000","","3/15/2021","Corey Eulas","Channel Partner"
"Jupiter","Jupiter","Q1-2021","","Strategic Accounts - New Business","49.00","2700","49.0000000000","","3/15/2021","Corey Eulas","Channel Partner"
"Easyknock Inc","easyknock","Q1-2021","","Strategic Accounts - New Business","64.00","9496","64.0000000000","","3/31/2021","Corey Eulas","Channel Partner"
"East Banc Tech","Jennifer Iras","Q1-2021","","Strategic Accounts - New Business","73.00","1000","73.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"PathCCM","Path CCM (Organic Search)","Q1-2021","","Strategic Accounts - New Business","87.00","6500","87.0000000000","","3/15/2021","Corey Eulas","Channel Partner"
"distroscale","distroscale","Q1-2021","","Strategic Accounts - New Business","101.00","1000","101.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"Lennar","Lennar","Q1-2021","","Strategic Accounts - New Business","101.00","40000","101.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"Medly Pharmacy Inc","Medly Pharmacy","Q1-2021","","Strategic Accounts - New Business","101.00","1000","101.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"Floor Authority","Floor Authority","Q1-2021","","Strategic Accounts - New Business","101.00","1000","101.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"Feather","Feather","Q1-2021","","Strategic Accounts - New Business","101.00","10000","101.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"Codecademy, Inc.","CodeAcademy","Q1-2021","","Strategic Accounts - New Business","104.00","1000","104.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"Intuit","intuit","Q1-2021","","Strategic Accounts - New Business","108.00","1000","108.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"Twillory","Twillory","Q1-2021","","Strategic Accounts - New Business","122.00","7000","122.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"Galileo","Galileo","Q1-2021","","Strategic Accounts - New Business","122.00","9800","122.0000000000","","3/1/2021","Corey Eulas","Channel Partner"
"Peter Manning","Peter Manning NYC","Q1-2021","","Strategic Accounts - New Business","15.00","19030","15.0000000000","","3/17/2021","Corey Eulas","Inbound"
"Within3 Inc","Within3","Q1-2021","","Strategic Accounts - New Business","58.00","10094","58.0000000000","","3/24/2021","Corey Eulas","Inbound"
"NOBO","NOBO-","Q1-2021","","Rapid Growth Brands - New Business","11.00","1000","11.0000000000","","3/26/2021","Garon Deffley","Outbound"
"Stonesfair","Stonesfair-","Q1-2021","","Commercial Velocity - New Business","25.00","10000","25.0000000000","","3/29/2021","Hannah Underhill","Outbound"
"Slumberkins","Slumberkins","Q1-2021","","Rapid Growth Brands - New Business","8.00","8838","8.0000000000","","3/8/2021","Jake Mehani","Channel Partner"
"Proven Skincare","Proven Skincare","Q1-2021","","Rapid Growth Brands - New Business","20.00","13615","20.0000000000","","3/15/2021","Jake Mehani","Channel Partner"
"VAHA","Vaha","Q1-2021","","Rapid Growth Brands - New Business","21.00","8838","21.0000000000","","3/18/2021","Jake Mehani","Channel Partner"
"Good Day Chocolate ®","Good Day Chocolate","Q1-2021","","Rapid Growth Brands - New Business","22.00","15000","22.0000000000","","3/31/2021","Jake Mehani","Channel Partner"
"XR Health","XR Health","Q1-2021","","Rapid Growth Brands - New Business","22.00","12740","22.0000000000","","3/2/2021","Jake Mehani","Channel Partner"
"Hippo Insurance","Hippo Insurance","Q1-2021","","Rapid Growth Brands - New Business","28.00","11270","28.0000000000","","3/22/2021","Jake Mehani","Channel Partner"
"Genexa","Genexa","Q1-2021","","Rapid Growth Brands - New Business","37.00","2500","37.0000000000","","3/31/2021","Jake Mehani","Channel Partner"
"ZBiotics","zbiotics","Q1-2021","","Rapid Growth Brands - New Business","40.00","15000","40.0000000000","","3/31/2021","Jake Mehani","Channel Partner"
"NJOIE","NJOIE","Q1-2021","","Rapid Growth Brands - New Business","14.00","9555","14.0000000000","","3/4/2021","Jake Mehani","Inbound"
"Stix","Stix","Q1-2021","","Rapid Growth Brands - New Business","27.00","15000","27.0000000000","","3/31/2021","Jake Mehani","Inbound"
"Try Minded","Try Minded","Q1-2021","","Rapid Growth Brands - New Business","8.00","11700","8.0000000000","","3/2/2021","Jake Mehani","Outbound"
"Territory Foods","Territory Foods","Q1-2021","","Rapid Growth Brands - New Business","29.00","13281","29.0000000000","","3/24/2021","Jake Mehani","Outbound"
"Cosmos Vita","Cosmos Vita PR","Q1-2021","","Brand Strategy - New Business","0.00","9459","0.0000000000","","3/3/2021","Kira Tirshfield","Channel Partner"
"Repurpose Inc","Repurpose","Q1-2021","","Brand Strategy - New Business","31.00","10000","31.0000000000","","3/5/2021","Kira Tirshfield","Channel Partner"
"Memore","Memore","Q1-2021","","Brand Strategy - New Business","0.00","9555","0.0000000000","","3/12/2021","Kira Tirshfield","Inbound"
"O POSITIV","O POSITIV","Q1-2021","","Brand Strategy - New Business","3.00","9268","3.0000000000","","3/18/2021","Kira Tirshfield","Inbound"
"Stone Brewing","Stone Brewing (Buenaveza)","Q1-2021","","Brand Strategy - New Business","15.00","13686","15.0000000000","","3/30/2021","Kira Tirshfield","Inbound"
"BETTER BRANDS FOOD PRODUCTS, INC","Better Brand","Q1-2021","","Brand Strategy - New Business","27.00","15000","27.0000000000","","3/15/2021","Kira Tirshfield","Inbound"
"Zouz Foods","Zouz Foods","Q1-2021","","Brand Strategy - New Business","160.00","9800","160.0000000000","","3/31/2021","Kira Tirshfield","Inbound"
"RIND Snacks","RIND Snacks","Q1-2021","","Brand Strategy - New Business","168.00","9413","168.0000000000","","3/1/2021","Kira Tirshfield","Inbound"
"DoubleStripe","Just B","Q1-2021","","Brand Strategy - New Business","170.00","16758","170.0000000000","","3/19/2021","Kira Tirshfield","Inbound"
"UCAN","UCAN","Q1-2021","","Brand Strategy - New Business","30.00","10511","30.0000000000","","3/19/2021","Kira Tirshfield","Outbound"
"Comvita","Comvita","Q1-2021","","Brand Strategy - New Business","107.00","9555","107.0000000000","","3/31/2021","Kira Tirshfield","Outbound"
"Xhail","XHAIL","Q1-2021","","Rapid Growth Brands - New Business","20.00","1000","20.0000000000","","3/24/2021","Matt Levitt","Channel Partner"
"Drcsystems India Limited","DRC Systems","Q1-2021","","Rapid Growth Brands - New Business","6.00","8000","6.0000000000","","3/10/2021","Matt Levitt","Inbound"
"1800 Water Damage","1800 Water Damage-","Q1-2021","","Rapid Growth Brands - New Business","7.00","1000","7.0000000000","","3/31/2021","Matt Levitt","Inbound"
"COYOTAS","COYOTAS","Q1-2021","","Rapid Growth Brands - New Business","10.00","8000","10.0000000000","","3/5/2021","Matt Levitt","Inbound"
"Humankind Group","Humankind Group","Q1-2021","","Rapid Growth Brands - New Business","22.00","10000","22.0000000000","","3/26/2021","Matt Levitt","Inbound"
"CalAble","CalAble-","Q1-2021","","Rapid Growth Brands - New Business","0.00","1000","0.0000000000","","3/16/2021","Matt Levitt","Outbound"
"NOBO","NOBO-","Q1-2021","","Rapid Growth Brands - New Business","4.00","0","4.0000000000","","3/16/2021","Matt Levitt","Outbound"
"Society Nine","Society Nine","Q1-2021","","Commercial Velocity - New Business","0.00","7044","0.0000000000","","3/10/2021","Mike Iaco","Channel Partner"
"Nature's Medicine","Nature's Medicine-","Q1-2021","","Commercial Velocity - New Business","0.00","13186","0.0000000000","","3/18/2021","Mike Iaco","Channel Partner"
"AKD Inc.","AKD Inc.-","Q1-2021","","Rapid Growth Brands - New Business","19.00","0","19.0000000000","","3/31/2021","Mike Iaco","Inbound"
"Ultracor","Ultracor","Q1-2021","","Commercial Velocity - New Business","35.00","15686","35.0000000000","","3/17/2021","Pat Kreidler","Channel Partner"
"Alaska Gold Seafood","Alaska Gold Seafood - Website Project","Q1-2021","","Commercial Velocity - New Business","37.00","57330","37.0000000000","","3/19/2021","Pat Kreidler","Channel Partner"
