"Account Name","Opportunity Name","Fiscal Period","Next Step","Type","Deal Velocity","Monthly Deal Value (Gross Profit)","Age","Appraisal Start Date","Stage","Lead Source","Annual Revenue","Industry","Contact: Title","Close Date","Opportunity Owner","Lead Source Category"
"LesserEvil","LesserEvil","Q3-2021","","Brand Strategy - New Business","14.00","8798","14.0000000000","","Closed Won","SDR Outbound","10000000","Food/Beverage","","8/2/2021","Kira Tirshfield","Outbound"
"The Lomas Brand","The Lomas Brand-","Q3-2021","","Brand Strategy - New Business","36.00","1000","36.0000000000","","Closed Lost","Employee Referral","","Apparel","Founder","8/11/2021","Kira Tirshfield","Outbound"
"Praisidio, Inc.","Praisidio, Inc.-","Q3-2021","","Rapid Growth Brands - New Business","35.00","7000","35.0000000000","","Closed Lost","Referral Partner","","Software/Technology","CEO, Co-Founder","8/31/2021","Matt Levitt","Channel Partner"
"Mindfire Solutions","Mindfire Solutions-","Q3-2021","","Rapid Growth Brands - New Business","4.00","1000","4.0000000000","","Disqualified","Website","10000000","Software/Technology","Business Development","8/30/2021","Matt Levitt","Inbound"
"AirBox Air Purifier","AirBox Air Purifier-","Q3-2021","","Rapid Growth Brands - New Business","6.00","1000","6.0000000000","","Disqualified","Website","","Electronics","Vice President Marketing","8/30/2021","Matt Levitt","Inbound"
"Ozone Karma","Ozone Karma-","Q3-2021","","Rapid Growth Brands - New Business","7.00","1000","7.0000000000","","Disqualified","Clutch","","Software/Technology","","8/18/2021","Matt Levitt","Inbound"
"Retarus","Retarus-","Q3-2021","","Rapid Growth Brands - New Business","7.00","1000","7.0000000000","","Disqualified","Clutch","100000000","Software/Technology","Chief Of Staff","8/18/2021","Matt Levitt","Inbound"
"Red Hat","Red Hat","Q3-2021","","Rapid Growth Brands - New Business","25.00","15000","25.0000000000","","Disqualified","Website","3400000000","Software/Technology","","8/1/2021","Matt Levitt","Inbound"
"UnboxERP","Unbox ERP & CRM Solutions","Q3-2021","","Rapid Growth Brands - New Business","25.00","1000","25.0000000000","","Disqualified","Website","","Software/Technology","","8/1/2021","Matt Levitt","Inbound"
"NextAxiom","NextAxiom Technology","Q3-2021","","Rapid Growth Brands - New Business","36.00","0","36.0000000000","","Disqualified","Website","27441000","Software/Technology","","8/21/2021","Matt Levitt","Inbound"
"MetroSpeedy","MetroSpeedy","Q3-2021","","Rapid Growth Brands - New Business","39.00","1000","39.0000000000","","Disqualified","Website","10000000","Software/Technology","","8/15/2021","Matt Levitt","Inbound"
"GlengarryAI","Glengarry AI","Q3-2021","","Rapid Growth Brands - New Business","44.00","1000","44.0000000000","","Disqualified","Website","","Baby","","8/28/2021","Matt Levitt","Inbound"
"vFED","VConferenceOnline","Q3-2021","","Rapid Growth Brands - New Business","54.00","8000","54.0000000000","","Disqualified","Website","","Software/Technology","","8/30/2021","Matt Levitt","Inbound"
"VAT IT","VATit / Tecex-","Q3-2021","","Rapid Growth Brands - New Business","74.00","50689","74.0000000000","","Closed Won","Website","10000000","Software/Technology","","8/16/2021","Matt Levitt","Inbound"
"Charm Sciences, Inc.","Charm Sciences, Inc.-","Q3-2021","","Rapid Growth Brands - New Business","77.00","1000","77.0000000000","","Disqualified","Clutch","67500000","Biotechnology","Marketing Supervisor","8/31/2021","Matt Levitt","Inbound"
"costar","CoStar Group (STR)","Q3-2021","","Rapid Growth Brands - New Business","84.00","15000","84.0000000000","","Closed Lost","Website","1000000000","Real Estate","Creative Director","8/31/2021","Matt Levitt","Inbound"
"Heyday","Heyday-","Q3-2021","","Rapid Growth Brands - New Business","26.00","5260","26.0000000000","","Closed Won","Outbound","3177000","Software/Technology","Head of Revenue Operations","8/17/2021","Matt Levitt","Outbound"
"HeartHero","HeartHero Organic Social","Q3-2021","","Rapid Growth Brands - New Business","37.00","4778","37.0000000000","","Closed Lost","Employee Referral","10000000","","","8/27/2021","Matt Levitt","Outbound"
"JibJab","JibJab-","Q3-2021","","Rapid Growth Brands - New Business","40.00","40000","40.0000000000","","Closed Won","Employee Referral","10000000","Software/Technology","Sr. Manager, User Acquisition","8/22/2021","Matt Levitt","Outbound"
"DoorDash","DoorDash","Q3-2021","","Rapid Growth Brands - New Business","306.00","1000","306.0000000000","","Disqualified","Employee Referral","","","","8/31/2021","Matt Levitt","Outbound"
"Santa?s Club LLC","Santa's Club 2021","Q3-2021","","Commercial Velocity - New Business","11.00","12415","11.0000000000","","Closed Won","Current Client","","Home Services","","8/30/2021","Mike Iaco","Channel Partner"
"Enphase Energy","Enphase Energy-","Q3-2021","","Commercial Velocity - New Business","49.00","11944","49.0000000000","","AE Nurture","Referral Partner","1234169000","Renewables & Environment","Senior Director - Growth Marketing","8/15/2021","Mike Iaco","Channel Partner"
"PIPFALL","PIPFALL-","Q3-2021","","Commercial Velocity - New Business","1.00","1000","1.0000000000","","Disqualified","Website","","Home/Personal Products","Chief Operating Officer","8/31/2021","Mike Iaco","Inbound"
"Softies","Softies","Q3-2021","","Commercial Velocity - New Business","25.00","9555","25.0000000000","","Closed Won","Employee Referral","197000","","","8/30/2021","Mike Iaco","Outbound"
"House of Marley","House of Marley - Brand Awareness Strategy","Q3-2021","","Commercial Velocity - New Business","19.00","23458","19.0000000000","","Disqualified","Website","","Unknown","","8/18/2021","Pat Kreidler","Inbound"
"organifi","organifi-","Q3-2021","","Commercial Velocity - New Business","45.00","2000","45.0000000000","","Disqualified","Website","5559000","Food/Beverage","","8/6/2021","Pat Kreidler","Inbound"
"Urban Savage","Urban Savage-","Q3-2021","","Commercial Velocity - New Business","61.00","10000","61.0000000000","","Disqualified","Website","","Apparel","President","8/1/2021","Pat Kreidler","Inbound"
"Electro Industries / GaugeTech","Electro Industries-","Q3-2021","","Commercial Velocity - New Business","66.00","0","66.0000000000","","Disqualified","Clutch","4349000","Electronics","President","8/1/2021","Pat Kreidler","Inbound"
"Popcorn","Popcorn-","Q3-2021","","Commercial Velocity - New Business","72.00","5000","72.0000000000","","Disqualified","Chatbox","","Consumer Finance","Co-Founder","8/1/2021","Pat Kreidler","Inbound"
"Urban Skin Rx","Urban Skin Rx-","Q3-2021","","Commercial Velocity - New Business","76.00","42998","76.0000000000","","Disqualified","Website","4357000","Beauty","","8/18/2021","Pat Kreidler","Inbound"
"STAND 8 Technology Services","STAND 8-","Q3-2021","","Commercial Velocity - New Business","80.00","0","80.0000000000","","SDR Nurture","Clutch","25000000","Software/Technology","Human Resources Administrator","8/2/2021","Pat Kreidler","Inbound"
"Rodeo Lending","Rodeo Lending","Q3-2021","","Commercial Velocity - New Business","94.00","1000","94.0000000000","","Disqualified","Clutch","","Unknown","Investor Relations","8/2/2021","Pat Kreidler","Inbound"
"Axiom Law","Axiom Law - SEO & Content Strategy","Q3-2021","","Commercial Velocity - New Business","102.00","7531","102.0000000000","","Closed Won","Website","100000000","Legal","Senior Manager, Digital Marketing","8/31/2021","Pat Kreidler","Inbound"
"Axiom Law","Axiom Law","Q3-2021","","Commercial Velocity - New Business","334.00","28665","334.0000000000","","Closed Won","Website","","","","8/11/2021","Pat Kreidler","Inbound"
"TGG Accounting","TGG Accounting-","Q3-2021","","Commercial Velocity - New Business","15.00","14333","15.0000000000","","Closed Won","Employee Referral","10000000","Business Finance","","8/24/2021","Pat Kreidler","Outbound"
"Glassie","Glassie-","Q3-2021","","Commercial Velocity - New Business","98.00","0","98.0000000000","","SDR Nurture","SDR Outbound","","Electronics","Co-Chief Executive Officer","8/6/2021","Pat Kreidler","Outbound"
"Italeau","Italeau-","Q3-2021","","Commercial Velocity - New Business","101.00","0","101.0000000000","","Disqualified","Employee Referral","","Apparel","","8/6/2021","Pat Kreidler","Outbound"
"Mixed Chicks","Mixed Chicks","Q3-2021","","Private Equity - Diligence","84.00","10000","84.0000000000","","SDR Nurture","Referral Partner","1000000","Unknown","","8/30/2021","Pierre Le Veaux","Channel Partner"
"Center For Autism and Related Disorders, Inc.","Center for Autism & Related Disorders","Q3-2021","","Private Equity - Marketing Deal","207.00","10000","207.0000000000","","Disqualified","Referral Partner","1000000","Non-Profit Organization Management","","8/30/2021","Pierre Le Veaux","Channel Partner"
"Maison 276","Cornelius Consortium LLC","Q3-2021","","Private Equity - Diligence","0.00","6568","0.0000000000","","Closed Won","Employee Referral","191000","Beauty","","8/31/2021","Pierre Le Veaux","Outbound"
"Family Christian Center","FCC Womens Conference","Q3-2021","","Private Equity - Diligence","2.00","27500","2.0000000000","","Closed Won","Outbound","","Religious Organizations","","8/31/2021","Pierre Le Veaux","Outbound"
"Assembly Health","Assembly Health","Q3-2021","","Private Equity - Marketing Deal","15.00","10000","15.0000000000","","Closed Lost","Outbound","52513000","Healthcare Software","","8/31/2021","Pierre Le Veaux","Outbound"
"prioritybicycles","Priority Bicycles","Q3-2021","","Private Equity - Marketing Deal","15.00","20000","15.0000000000","","Closed Lost","Outbound","5912000","Retail","","8/31/2021","Pierre Le Veaux","Outbound"
"Advanced Disaster Recovery","Advanced Disaster Recovery","Q3-2021","","Private Equity - Marketing Deal","31.00","10000","31.0000000000","","Disqualified","Outbound","5815000","Consumer Services","","8/31/2021","Pierre Le Veaux","Outbound"
"Nexa","nexa","Q3-2021","","Private Equity - Diligence","41.00","43759","41.0000000000","","Closed Won","Outbound","","Software/Technology","","8/31/2021","Pierre Le Veaux","Outbound"
"Boyne Capital Partners LLC","A&A Packaging","Q3-2021","","Private Equity - Marketing Deal","85.00","10000","85.0000000000","","SDR Nurture","Employee Referral","100000000","Venture Capital & Private Equity","","8/30/2021","Pierre Le Veaux","Outbound"
"Boyne Capital Partners LLC","doublewood supplements","Q3-2021","","Private Equity - Marketing Deal","86.00","10000","86.0000000000","","Closed Lost","Employee Referral","100000000","Venture Capital & Private Equity","","8/31/2021","Pierre Le Veaux","Outbound"
"Grillo's Pickles","Grillos Pickles","Q3-2021","","Private Equity - Diligence","168.00","1000","168.0000000000","","Disqualified","Outbound","50000000","Food/Beverage","","8/6/2021","Pierre Le Veaux","Outbound"
"Farmers Fridge","Farmers Fridge","Q3-2021","","Private Equity - Diligence","309.00","10000","309.0000000000","","SDR Nurture","Outbound","","Food/Beverage","","8/31/2021","Pierre Le Veaux","Outbound"
"Tersasana","Tersasana","Q3-2021","","Brand Strategy - New Business","16.00","12422","16.0000000000","","Closed Lost","Employee Referral","","Beauty","","8/6/2021","Sara Brooks","Outbound"
"Lenox Financial","Lenox Financial-","Q3-2021","","Commercial Velocity - New Business","93.00","25492","93.0000000000","","SDR Nurture","Referral Partner","","Consumer Finance","","8/13/2021","Zac Kyle","Channel Partner"
"Trafilea","Shapermint-","Q3-2021","","Commercial Velocity - New Business","118.00","10000","118.0000000000","","SDR Nurture","Referral Partner","3438000","Apparel","Co-Founder | Research & Strategic Insights","8/23/2021","Zac Kyle","Channel Partner"
"Clash App Inc.","Clash App Inc-","Q3-2021","","Commercial Velocity - New Business","4.00","1000","4.0000000000","","Disqualified","Clutch","","Software/Technology","Chief Of Staff","8/30/2021","Zac Kyle","Inbound"
"Demetech","Demetech-","Q3-2021","","Commercial Velocity - New Business","6.00","1000","6.0000000000","","Disqualified","Clutch","1000000","Healthcare","CTO","8/17/2021","Zac Kyle","Inbound"
"Kalypsys, Inc.","Kalypsys-","Q3-2021","","Commercial Velocity - New Business","40.00","1000","40.0000000000","","Disqualified","Clutch","8000000","Healthcare","","8/1/2021","Zac Kyle","Inbound"
"Forward","Forward-","Q3-2021","","Commercial Velocity - New Business","42.00","10845","42.0000000000","","Closed Lost","Website","50000000","Healthcare","Growth","8/27/2021","Zac Kyle","Inbound"
"GROQ Health","GROQ Health-","Q3-2021","","Commercial Velocity - New Business","48.00","20000","48.0000000000","","Disqualified","Website","","Healthcare","","8/1/2021","Zac Kyle","Inbound"
"Circular","Circular","Q3-2021","","Commercial Velocity - New Business","54.00","7548","54.0000000000","","Closed Lost","Website","","Health/Wellness","","8/31/2021","Zac Kyle","Inbound"
"Guide to Iceland","Guide to Iceland / Guide to Europe-","Q3-2021","","Commercial Velocity - New Business","59.00","25886","59.0000000000","","AE Nurture","Website","452000","Software/Technology","Chief Operating Officer","8/1/2021","Zac Kyle","Inbound"
"Univision  Group","Univision-","Q3-2021","","Commercial Velocity - New Business","86.00","0","86.0000000000","","SDR Nurture","The Manifest","10000000","Software/Technology","Analyst, Growth Initiatives","8/6/2021","Zac Kyle","Inbound"
"Non-GMO Project","The Non-GMO Project","Q3-2021","","Commercial Velocity - New Business","101.00","14245","101.0000000000","","Disqualified","Website","10000000","Non-Profit","","8/1/2021","Zac Kyle","Inbound"
"Bala","Bala-","Q3-2021","","Commercial Velocity - New Business","41.00","1000","41.0000000000","","AE Nurture","TheInvitational","","Health/Wellness","Head of Growth","8/2/2021","Zac Kyle","Other"
"The Med Lounge","The Med Lounge-","Q3-2021","","Commercial Velocity - New Business","40.00","0","40.0000000000","","Disqualified","Outbound","","Healthcare","Owner","8/1/2021","Zac Kyle","Outbound"
"Adamson Ahdoot LLP","Adamson Ahdoot LLP-","Q3-2021","","Commercial Velocity - New Business","42.00","9636","42.0000000000","","AE Nurture","Employee Referral","1000000","Legal","Director of Marketing","8/13/2021","Zac Kyle","Outbound"
"Send A Ride","Send A Ride-","Q3-2021","","Commercial Velocity - New Business","64.00","14333","64.0000000000","","AE Nurture","Employee Referral","","Healthcare","CEO and Co Founder","8/6/2021","Zac Kyle","Outbound"
"Thoughtfully/BomBombs","Thoughtfully/BomBombs-","Q3-2021","","Commercial Velocity - New Business","83.00","18919","83.0000000000","","Closed Lost","Employee Referral","","Food/Beverage","Board member","8/1/2021","Zac Kyle","Outbound"
"Yummy Bazaar","Yummy Bazaar-","Q3-2021","","Commercial Velocity - New Business","104.00","15000","104.0000000000","","Disqualified","SDR Outbound","","Food/Beverage","Co-founder / CEO","8/31/2021","Zac Kyle","Outbound"
"Tone It Up","Tone it Up","Q3-2021","","Commercial Velocity - New Business","149.00","21977","149.0000000000","","Disqualified","Employee Referral","","","","8/1/2021","Zac Kyle","Outbound"
"Clio Snacks","Clio - PR Project","Q3-2021","","Brand Strategy - New Business","1.00","1350","1.0000000000","","Closed Won","Outbound","5681000","Grocery Retail","","9/29/2021","Alexa Engelhart","Outbound"
"get hai","hai-","Q3-2021","","Commercial Velocity - New Business","1.00","1000","1.0000000000","","Disqualified","Referral Partner","","Home/Personal Products","Co-Founder & VP of Operations","9/2/2021","Alex Serna","Channel Partner"
"EasyBins","EasyBins-","Q3-2021","","Commercial Velocity - New Business","9.00","1000","9.0000000000","","Disqualified","Referral Partner","","Home/Personal Products","Head of Growth & Marketing","9/30/2021","Alex Serna","Channel Partner"
"TheRTAStore.com","RTA Store-","Q3-2021","","Commercial Velocity - New Business","50.00","1000","50.0000000000","","AE Nurture","Referral Partner","12463000","Home Services","Director of Marketing and Search Engine Optimization","9/30/2021","Alex Serna","Channel Partner"
